news_id,category,subcategory,title,abstract
N24905,news,newspolitics,Grieder: Special election in House District 28 portends a deeply polarized 2020 election cycle,"The special election in Texas House District 28 this year is special indeed, according to leaders from both parties. As a result, it's offered us all a dreary preview of what to expect in 2020, as Republicans and Democrats battle for control of the Texas House, and the state more generally. Republicans, apparently, are going to cast all Democrats as socialists. Democrats are going to cast all Republicans as   well, as Republicans, and pawns of a..."
N65207,health,health-news,"Tennessee has deadliest year yet for drug overdoses, as nearby states improve","Tennessee is seeing overdoses increase while other Appalachian states are gaining ground on the opioid crisis, CDC data shows."
N16430,video,animals,This Rare Albino Hedgehog Was Rescued In California,This hedgehog was rescued in California.
N35616,finance,markets,Why more employers are helping workers pay off student loans,"Americans owe a record $1.5 trillion in student debt, a burden that can hinder goals such as homeownership"
N23386,lifestyle,voices,I'm an American who moved to Canada  here's why I'll never move back,"From soon-to-be legalized marijuana to healthcare, here are some of the reasons I think Canada is better than the US and why I plan to stay."
N43484,lifestyle,shop-holidays,The Top 25 Holiday Gifts For Women That Will Be Flying Off the Shelves in 2019,"Whether you like it or not, it's time to start thinking about the biggest task at hand for the holidays: gift shopping."
N59794,lifestyle,lifestyledidyouknow,40 Things (Probably) Only Baby Boomers Will Remember,The times were much simpler.
N15483,health,medical,It's National Check Your Meds Day,Is it time for a medication reconciliation?
N62736,entertainment,gaming,The 20 best horror games of all time,"From classics like Silent Hill and Resident Evil, to modern horror like Alien Isolation and PT - these are the best scares in gaming"
N35080,finance,finance-top-stocks,5 Excellent Dividend Stocks to Buy for the Holiday Season,"The whole stock market is currently doing well, but this collection of dividend stocks promises ample returns. More From InvestorPlace 2 Toxic Pot Stocks You Should Avoid 10 Battered Tech Stocks to Buy Now 7 Strong-Buy Stocks Hedge Funds Are Buying Now The 7 Best Penny Stocks to Buy"
N19146,finance,finance-taxes,The most (and least) tax-friendly states for retirees,Find the best states for taxes in retirement.
N17041,music,musicnews,The Eagles Soar and Perform 'Hotel California' For the First Time in Its Entirety in Las Vegas,"Eagles revisited their 1976 classic, 'Hotel California' Friday night, performing it for the first time in its entirely."
N48072,news,newsus,Sacramento police look for driver in deadly hit-and-run,"Sacramento police are looking for the driver involved in a deadly hit-and-run that happened early Wednesday morning. The crash was reported around 5:35 a.m. in the area of Fruitridge Road and Wallace Avenue, the Sacramento Police Department said. Police said a man appeared to be crossing Fruitridge Road when he was hit by a car. A passerby found the victim in the roadway but did not see the car involved in the crash, according to police. When..."
N18287,foodanddrink,restaurantsandnews,From McDonald's Szechuan Sauce to the Popeyes' sandwich: 6 out-of-control fast-food menu launches that shook America to its core,"From McDonald's Teenie Beanies to KFC's Double Down, here are the six biggest launches in fast-food history."
N41146,finance,financenews,GM Spring Hill could ramp up output soon as union leaders laud stand in national strike,UAW's GM Council will decide Thursday whether to end 30-day walkout
N31161,sports,baseball_mlb,Astros have a lot of baseball left despite two bad losses to Nationals,
N37461,lifestyle,lifestyleroyals,Queen Elizabeth Once Trolled a Group of Tourists Who Didn't Recognize Her at Balmoral Castle,It's recently been reported that the Queen trolled a group of American tourists who failed to recognize her while walking around Balmoral Castle.
N39490,travel,travelarticle,"Lenape protest groundbreaking of Passaic's new Dundee Island Park, say it's 'sacred ground'","Members of the Ramapough Lenape Nation protested at a groundbreaking, saying the Dundee Island Park in Passaic is ""sacred ground"" to Native Americans."
N8691,autos,autosenthusiasts,The Bugatti Chiron Super Sport 300+ Briefly Went Airborne During Its Record Run,Driver Andy Wallace describes the moment the Chiron prototype left the ground at 277 mph.
N26444,sports,more_sports,Cincinnati vs UConn Football History,Bearcats are 8-0 vs UConn at Nippert Stadium and 12-3 overall
N30868,health,nutrition,How to Spot Common Sneaky Foods That Contain Gluten,Salad dressing and soy sauce are common offenders.
N56406,autos,autosnews,Bicyclist struck by train in Beverly; Delays on Newburyport/Rockport line,"Trains on the Newburyport/Rockport Commuter Rail line were cancelled and delayed Tuesday morning after a man riding his bicycle was struck by an outbound train, officials said. The man was struck at the Beverly Depot around 8:20 a.m. while riding through the pedestrian cut-through, according to Transit police. He sustained serious injuries and was rushed […]"
N56618,news,newspolitics,CNN and MSNBC hit Ingraham guest for accusing White House official testifying in impeachment inquiry of 'espionage',Anchors on CNN and MSNBC expressed their outrage at Fox News' Laura Ingraham.
N5373,lifestyle,lifestylemindandsoul,"If These Spooky Quotes Don't Get You in the Halloween Mood, Nothing Will",From song lyrics to lines from your favorite scary movies.
N36464,autos,autosnews,Portion of I-90 reopened after two killed in head-on collision during OSP chase in Euclid,
N38308,health,medical,45 Sneaky Signs You're Unhealthier Than You May Think,There's a big difference between thinking you're healthy and actually being healthy. Discover the silent health symptoms that often go ignored.
N12440,movies,movievideo,Trailer - One Last Night,Official Trailer
N2540,video,news,Pakistan PM reveals what he told Prince William at lunch,"Pakistan Prime Minister Imran Khan tells CNN's Max Foster about his relationship with the British royal family, and describes how Princess Diana's death impacted residents of rural Pakistan."
N42716,lifestyle,voices,Trolls Told Me I'm Too Ugly To Post Pics. Then I Did And Something Incredible Happened.,"Melissa Blake should be banned from posting pictures of herself.Those were the words that greeted me one afternoon as I was scrolling theinternet. It was just 10 words, left by a stranger in the comments of aYouTube video I was mentioned in, but they packed a powerful punch. I winced,but not as much as you might think.Did those words hurt? Absolutely. Was I surprised by them? Not in theslightest. Sadly, I've come to expect them.Let me back up..."
N39638,finance,finance-retirement,Want to retire and live in an RV full time? 8 things you need to know,8 tips to retire & live in an RV
N24900,sports,mma,Bare Knuckle Knockout! Watch Gabriel Gonzaga Whup Bigfoot Silva In Tampa,"Bare Knuckle FC returned on Saturday night for their eighth show in two years, this one featuring a heavyweight showdown between UFC veterans in Tampa, Florida. Gabriel Gonzaga and Antonio Silva were both looking to prove they still had a little something left in the gas tank to give. In the end it was Gonzaga who got his hand raised after pummeling Silva and KO'ing him 1:50 into the second round. Here's highlight video of the final moments of..."
N9947,finance,finance-career-education,10 Job Skills Worth Six-Figure Salaries,Learn these skills to get you closer to six figures.
N25567,movies,movies-celebrity,The Fast and the Furious Director Rob Cohen Accused of Sexual Assault,A woman claims Cohen assaulted her in a hotel room while she was unconscious.
N25205,lifestyle,lifestyleroyals,14 hilarious photos that prove Kate Middleton is just like us,"Sometimes, it's hard to believe Kate Middleton once lived a life that didn't involve state banquets with the Queen."
N61681,lifestyle,lifestylehomeandgarden,18 Electric Wiring Fails That Will Make You Wince,It's best not to take shortcuts when it comes to the electrical work in your home. Take a look at these 18 electric wiring fails that will make you wince and learn what not to do!
N59709,sports,football_nfl,Adrian Peterson had to 'hold back tears' in return to Minnesota,"Adrian Peterson returned to Minnesota on Thursday night, but this time he did so as a member of the Washington Redskins in a game that was critical for each team despite them heading in different directions."
